2016-05-06 03:00:07.525743|INFO    |VirtualServer |1  |listening on 0.0.0.0:9987
2016-05-06 14:25:24.348500|INFO    |VirtualServer |1  |permission 'i_client_permission_modify_power'(id:171) with values (value:75, negated:0, skipchannel:0) was added by 'Basti'(id:651) to servergroup 'Male'(id:10)
2016-05-06 14:25:25.465663|INFO    |VirtualServer |1  |permission 'b_client_modify_dbproperties'(id:228) with values (value:1, negated:0, skipchannel:0) was added by 'Basti'(id:651) to servergroup 'Male'(id:10)
2016-05-06 14:26:16.355363|INFO    |VirtualServer |1  |permission 'i_channel_min_depth'(id:76) with values (value:75, negated:0, skipchannel:0) was added by 'Basti'(id:651) to servergroup 'Male'(id:10)
2016-05-06 14:26:46.762668|INFO    |VirtualServer |1  |permission 'i_channel_needed_join_power'(id:137) with values (value:50, negated:0, skipchannel:0) was added by 'Basti'(id:651) to servergroup 'Male'(id:10)
2016-05-06 14:27:16.866394|INFO    |VirtualServer |1  |permission 'i_channel_needed_join_power'(id:137) with values (value:75, negated:0, skipchannel:0) was added by 'Basti'(id:651) to servergroup 'ServerAdmin'(id:9)
2016-05-06 14:27:37.268347|INFO    |VirtualServer |1  |permission 'i_channel_join_power'(id:136) with values (value:75) was added by 'Basti'(id:651) to channel '┌ Trashtalk'(id:10)
2016-05-06 14:29:23.096931|INFO    |VirtualServer |1  |permission 'i_channel_join_power'(id:136) with values (value:75) was added by 'Basti'(id:651) to channel '└ Team 2'(id:42)
2016-05-06 14:29:35.424598|INFO    |VirtualServer |1  |permission 'i_channel_join_power'(id:136) with values (value:75) was added by 'Basti'(id:651) to channel '┌ Lounge I'(id:21)
2016-05-06 14:29:40.181137|INFO    |VirtualServer |1  |permission 'i_channel_join_power'(id:136) with values (value:75) was added by 'Basti'(id:651) to channel '└ Lounge II'(id:24)
2016-05-06 14:29:52.249119|INFO    |VirtualServer |1  |permission 'i_channel_needed_join_power'(id:137) with values (value:75, negated:0, skipchannel:0) was added by 'Basti'(id:651) to servergroup 'Gast'(id:8)
2016-05-06 14:29:56.499487|INFO    |VirtualServer |1  |permission 'i_channel_join_power'(id:136) with values (value:75, negated:0, skipchannel:0) was added by 'Basti'(id:651) to servergroup 'Gast'(id:8)
2016-05-06 14:32:40.280524|INFO    |VirtualServer |1  |permission 'i_channel_join_power'(id:136) with values (value:75) was added by 'Basti'(id:651) to channel '├  Raid'(id:13)
2016-05-06 14:32:54.667723|INFO    |VirtualServer |1  |permission 'i_channel_join_power'(id:136) with values (value:25) was added by 'Basti'(id:651) to channel '┌ Trashtalk'(id:10)
2016-05-06 14:33:01.124436|INFO    |VirtualServer |1  |permission 'b_channel_join_ignore_maxclients'(id:135) with values (value:1) was added by 'Basti'(id:651) to channel '├ PVE'(id:11)
2016-05-06 14:33:03.840719|INFO    |VirtualServer |1  |permission 'i_channel_join_power'(id:136) with values (value:75) was added by 'Basti'(id:651) to channel '├ PVE'(id:11)
2016-05-06 14:33:04.919664|INFO    |VirtualServer |1  |permission 'b_channel_join_ignore_maxclients'(id:135) with values (value:0) was added by 'Basti'(id:651) to channel '├ PVE'(id:11)
2016-05-06 14:33:09.813658|INFO    |VirtualServer |1  |permission 'i_channel_join_power'(id:136) was deleted by 'Basti'(id:651) from channel '├ PVE'(id:11)
2016-05-06 14:36:57.713857|INFO    |VirtualServer |1  |client (id:8) was removed from servergroup 'Offizier'(id:6) by client 'Basti'(id:651)
2016-05-06 14:37:15.006345|INFO    |VirtualServer |1  |client (id:8) was removed from servergroup 'Male'(id:10) by client 'Basti'(id:651)
2016-05-06 14:38:11.410699|INFO    |VirtualServer |1  |client (id:8) was added to servergroup 'Offizier'(id:6) by client 'Basti'(id:651)
2016-05-06 14:38:32.326283|INFO    |VirtualServer |1  |client (id:524) was removed from servergroup 'Male'(id:10) by client 'Tschan'(id:524)
2016-05-06 22:33:19.742827|INFO    |VirtualServer |1  |client (id:8) was added to servergroup 'Male'(id:10) by client 'Basti'(id:591)
2016-05-07 03:00:01.995767|INFO    |VirtualServerBase|1  |stopped
