2016-08-13 11:45:58.669505|INFO    |VirtualServer |1  |listening on 0.0.0.0:9987
2016-08-13 12:33:07.767081|INFO    |VirtualServer |1  |client (id:841) was added to servergroup 'Male'(id:10) by client 'Tschan'(id:524)
2016-08-13 12:43:38.236443|INFO    |VirtualServer |1  |client (id:842) was added to servergroup 'Male'(id:10) by client 'Tschan'(id:524)
2016-08-13 13:28:08.266313|INFO    |VirtualServer |1  |client (id:823) was removed from servergroup 'Male'(id:10) by client 'Tschan'(id:524)
2016-08-13 13:34:00.395683|INFO    |VirtualServer |1  |permission 'i_channel_needed_join_power'(id:137) with values (value:25) was added by 'Tschan'(id:524) to channel '!┌ Trashtalk'(id:53)
2016-08-13 13:34:00.396720|INFO    |VirtualServer |1  |permission 'i_channel_needed_modify_power'(id:122) with values (value:75) was added by 'Tschan'(id:524) to channel '!┌ Trashtalk'(id:53)
2016-08-13 13:34:42.153076|INFO    |VirtualServer |1  |client (id:823) was added to servergroup 'Male'(id:10) by client 'Tschan'(id:524)
2016-08-13 13:35:51.809908|INFO    |VirtualServer |1  |permission 'i_channel_needed_join_power'(id:137) with values (value:25) was added by 'Tschan'(id:524) to channel '!┌ Lounge I'(id:54)
2016-08-13 13:35:51.811002|INFO    |VirtualServer |1  |permission 'i_channel_needed_modify_power'(id:122) with values (value:75) was added by 'Tschan'(id:524) to channel '!┌ Lounge I'(id:54)
2016-08-13 13:36:37.623096|INFO    |VirtualServer |1  |permission 'i_channel_needed_join_power'(id:137) with values (value:25) was added by 'Tschan'(id:524) to channel '!└ Lounge II'(id:56)
2016-08-13 13:36:37.624087|INFO    |VirtualServer |1  |permission 'i_channel_needed_modify_power'(id:122) with values (value:75) was added by 'Tschan'(id:524) to channel '!└ Lounge II'(id:56)
2016-08-13 13:36:47.603600|INFO    |VirtualServer |1  |client (id:823) was removed from servergroup 'Male'(id:10) by client 'Tschan'(id:524)
2016-08-13 13:37:29.139184|INFO    |VirtualServer |1  |client (id:823) was added to servergroup 'Male'(id:10) by client 'Tschan'(id:524)
2016-08-13 13:38:03.961481|INFO    |VirtualServer |1  |permission 'i_channel_needed_join_power'(id:137) with values (value:25) was added by 'Tschan'(id:524) to channel '!└ Team 2'(id:57)
2016-08-13 13:38:03.962844|INFO    |VirtualServer |1  |permission 'i_channel_needed_modify_power'(id:122) with values (value:75) was added by 'Tschan'(id:524) to channel '!└ Team 2'(id:57)
2016-08-13 13:38:19.044936|INFO    |VirtualServer |1  |client (id:823) was removed from servergroup 'Male'(id:10) by client 'Tschan'(id:524)
2016-08-13 13:38:51.513598|INFO    |VirtualServer |1  |client (id:823) was added to servergroup 'Male'(id:10) by client 'Tschan'(id:524)
2016-08-13 13:40:05.612262|INFO    |VirtualServer |1  |client (id:493) was added to servergroup 'Offizier'(id:6) by client 'Tschan'(id:524)
2016-08-13 21:08:22.885085|INFO    |VirtualServer |1  |client 'Alexxoo'(id:843) was added to channelgroup 'Voice'(id:7) by client 'Jonny'(id:493) in channel '┌ Team 1'(id:41)
2016-08-13 21:08:38.475452|INFO    |VirtualServer |1  |client (id:843) was added to servergroup 'Male'(id:10) by client 'Jonny'(id:493)
2016-08-13 21:08:44.182601|INFO    |VirtualServer |1  |client 'Alexxoo'(id:843) was added to channelgroup 'Guest'(id:8) by client 'Jonny'(id:493) in channel '┌ Team 1'(id:41)
2016-08-14 03:00:01.841332|INFO    |VirtualServerBase|1  |stopped
